Value,Channel,Image_Source,ROI_Label
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
4,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
4,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
4,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
4,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
4,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
4,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
4,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
4,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
4,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
3,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
2,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
5,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
4,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
3,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
2,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
4,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
3,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
3,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
4,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
3,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
2,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
1,B,VIS,orange
1,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
0,B,VIS,orange
